,Unnamed: 0,text,Radnja,Rezija,Gluma,Muzika,Opsti utisak film,Opsti utisak komentar,Specijalni efekti
755,95.0,Nije se istakao ni dobrom ni lošom glumom. Nije bilo razloga da ga posebno pominjem.,None,None,Neutral,None,None,None,None
756,96.0,A ništa od Idris Elbi najjačem glumcu u celom filmu i najperspektivnijem glumcu kojeg trenutno ima u hollywoodu loše loše to da izostaviš vidiš ništa bolji nisi :D ključne segmente izostavljaš,None,None,Positive,None,None,None,None
757,100.0,"Sjajan film, jedan od inicijalnih ovog izuzetnog režisera. Hvala za recenziju.",None,Positive,None,None,Positive,None,None
758,101.0,"Odgledan kad i ostali Hičkokovi filmovi, pre nekoliko decenija. Remek delo.",None,None,None,None,Positive,None,None
759,104.0,Remek delo. Tačka!,None,None,None,None,Positive,None,None
760,106.0,"Ne bih da smaram, ali u filmu ""Rope"" ima nekoliko rezova u vidu suptilnih zatamnjenja. I taj je film sjajan. Možda ne spada u Hičkokov ""best of"", ali ga svakom preporučujem. Pozdrav.",None,Positive,None,None,Positive,None,None
761,107.0,"Филм је генијалан a нарочито бриљира Џејмс Стјуарт, који је нешто најбоље што је Холивуд изнедрио. Што се тиче Хичкокових филмова више од овога ми се свиђају само North by Northwest и Vertigo",None,Positive,Positive,None,Positive,None,None
762,108.0,"Jako neobična recenzija, više kao esej. U svakom slučaju vidi se stručnost autora. Svaka čast",None,None,None,None,None,Positive,None
763,109.0,Sve pohvale autoru recenzije. Film je zasluženo masterpiece.,None,None,None,None,Positive,Positive,None
764,112.0,Svaka čast za tekst.,None,None,None,None,None,Positive,None
765,113.0,odličan horor odavno se nisam ovako iscimao.,None,None,None,None,Positive,None,None
766,116.0,gledljiv je. slažem se sa recenzijom i ocenom.,None,None,None,None,Positive,Positive,None
767,118.0,"Gledao sam ga više puta, dobar film. :)",None,None,None,None,Positive,None,None
768,120.0,"Sjajan film, definitivno spada u top 10 mojih omiljenih...",None,None,None,None,Positive,None,None
769,122.0,"Razočaran sam filmom, neverovatno isprazna priča, sa elementima predvidivim od početka do kraja. Kvare draž dobrih stripova, nadam se da više neće uništavati druge stripove svojim adaptacijama, a Dark Horse ima poprilično dobru kolekciju :)",None,None,None,None,Negative,None,None
770,123.0,"odličan film, molio bih recenziju filma ptica na žici sa Mel Gibsonom i Goldi holm u glavnim ulogama meni je taj film sjajan",None,None,None,None,Positive,None,None
771,124.0,"Baš sam i ja skoro gledao film, i planiram da pogledam čitavu trilogiju. od mene 7.",None,None,None,None,Positive,None,None
772,125.0,Istinski klasik iz zlatnog perioda akcionih filmova,None,None,None,None,Positive,None,None
773,127.0,Odličan film sa uvek savršenim Havijerom Bardemom.,None,None,Positive,None,Positive,None,None
774,128.0,Odličan film!,None,None,None,None,Positive,None,None
775,130.0,"Before sunrise i Before sunset... oba odlična, oba ovde recenzirana! Kao i ovaj, mada je ovaj možda za nijansu slabiji ali je takođe vrlo dobro uklopljen u trilogiju.",None,None,None,None,Positive,None,None
776,140.0,"Jedanput sam ga slučajno uhvatio na TV-u, i privukao mi je pažnju prvo radom kamere, a onda i jako zanimljivim dijalozima. Sasvim dobar film, i jako dobra recenzija.",None,Positive,None,None,Positive,Positive,None
777,141.0,"Ne mogu da verujem da smo se konačno složili u nečemu!!!! Film je minimalističko remek delo, Hawke i Delpy briljiraju. Obavezno pogledati i nastavak Before Sunset, ništa lošiji ako ne i bolji!!! Ovaj treći deo Before Midnight nisam gledao ali uskoro ću, mada me nešto strah da se ne razočaram...",None,None,Positive,None,Positive,Positive,None
778,142.0,"Stvarno prekrasan film, onako minimalistički urađen skroz nepretenciozan baš kakve ja volim xD...",None,None,None,None,Positive,None,None
779,143.0,"ja ne znam jesmo mi gledali isti film, ali je meni bio toliko loš da ga nisam uspeo do kraja pogledati",None,None,None,None,Negative,None,None
780,144.0,"Au kako čudan film. Ima sve elemente da bude ok, ali nije. Prosto mu nešto fali. Mislim da to najbolje objašnjava poslednja rečenica recenzije. Od mene 5/10.",None,None,None,None,Neutral,None,None
781,146.0,"Konj je najbolje odigrao ulogu, hvala Zadovoljan recenzijom.",None,None,Negative,None,None,Positive,None
782,147.0,ovo je fantastičan erotski triler i ne zaslužuje ocenu 5,None,None,None,None,Positive,None,None
783,148.0,"Malo reći kultni film, recenzija promašaj",None,None,None,None,Positive,Negative,None
784,149.0,Moram da priznam da mi je Basic Instict 2 više ostao u sećanju. Šeronka tu izgleda opasno a i film je sve u svemu vrlo gledljiv. Naravno nema matorog Daglasa,None,None,None,None,Positive,None,None
785,151.0,"Pravi ljubitelji horor filma bi trebalo itekako da preskoče ovo. Film je naivan, dosadan kao i većina ovakvih projekata sa tinejdžerima u šumi. Likovi su smešni, gluma očajna, previše naivno. Film za malu decu.",None,None,Negative,None,Negative,None,None
786,153.0,"I mene takođe zanimaju recenzije V/H/S i V/H/S 2, jer su mi to dva iznenađujuće dobra horor filma od kojih nisam očekivao ništa, elem, što se tiče ovog, odličan!",None,None,None,None,Positive,None,None
787,156.0,"jako dobar film. možda malo ""nedovršen"" u smislu realizacije ali za vreme u koje je sniman je super. liči malo na Devetu Kapiju Polanskog, još jedan jako dobar film",None,None,None,None,Positive,None,None
788,157.0,",, Projekat obiluje klišeima..."" /,,... nema toliko klišea... "". Recenzija ti je malo kontradiktorna.",None,None,None,None,None,Negative,None
789,158.0,Film je super da ga gledaš high :),None,None,None,None,Positive,None,None
790,159.0,"Gluma Breda Pita katastrofalna, posebno u scenama gde se zahteva akcija. Jasno je zašto je on glavni glumac. Film je vizuelno atraktivan i dinamičan, čak previše za jedan zombi film.",None,None,Negative,None,None,None,Positive
791,160.0,Nisam uspeo do kraja da odgledam film.,None,None,None,None,Negative,None,None
792,161.0,Film je katastrofalan. Meni je ovaj film rame uz rame sa Battleship-om za najgori film decenije.,None,None,None,None,Negative,None,None
793,162.0,"odgledao sam film, oduševio se, dođem na sajt da pročitam recenziju i zaprepastim se! Pitam se da l’ smo odgledali isti film! Svaka preporuka...",None,None,None,None,Positive,Negative,None
794,163.0,Film je odličan.,None,None,None,None,Positive,None,None
795,164.0,Recenzija je blagi užas.,None,None,None,None,None,Negative,None
796,165.0,I meni je jako smetalo što se film kosi sa zdravom logikom. Šablonski film koji je trebao valjda da bude pitak i poučan u isto vreme. Gledaš ga i odmah zaboraviš.,None,None,None,None,Neutral,None,None
797,166.0,Jim Carrey odličan. ostali kao da su zalutali u film. Valja pomenuti i Oliviu - odlična je u svakom pogledu.,None,None,Positive,None,None,None,None
798,167.0,"Kontaš pogrešno. :) Preskočiti u širokom luku. Dobar film za prekratiti ako si negde poranio skoro 2 sata. U suprotnom, ništa posebno.",None,None,None,None,Neutral,None,None
799,174.0,Preslabo. Evo ne znam kad pre je izašao HD snimak na torentu..,None,None,None,None,Negative,None,None
800,175.0,"Svaka čast scenaristi, na ideji, stvarno dobar film. :)",Positive,None,None,None,Positive,None,None
801,177.0,"Film pogledaš, ali se na kraju pokaješ što si ga gledao, jer sam kraj je toliko loše odrađen, da film Strast mislim da se više nikad neću potruditi da pogledam.",None,None,None,None,Negative,None,None
802,178.0,"Nije spektakularan, ali ni skandalozno loš... Jeste predvidiv, ali može se pogledati...",None,None,None,None,Neutral,None,None
803,179.0,super film,None,None,None,None,Positive,None,None
804,181.0,"Apsolutno se slažem. Film je ništa, jedva sam ga do kraja pogledao. Drive je skroz druga priča; i preporučujem ga, ali ovaj je nula bodova.",None,None,None,None,Negative,Positive,None
805,182.0,"Dosadan, spor. Film je jeftino, monotono besmisleno umetničarenje. To je sve. 2/10",Negative,None,None,None,Negative,None,None
806,184.0,Odlična recenzija! Mark Wahlberg je načisto lud u filmu. Jedna od boljih komedija zadnjih godina.,None,None,Positive,None,Positive,Positive,None
807,185.0,"Ekstremno dobar psihološki triler.. po meni u svom žanru 10/10. Film posle kojeg sam razmišljao dugo. Slažem se sa Bojanom, dve filmske legende su doprinele vrhunskom kvalitetu ovog filma. Nolana smatram za jednog od najboljih reditelja današnjice.",None,Positive,None,None,Positive,None,None
808,187.0,Vi ste ovom filmu dali 9 !!!! Pa ovo je neviđeno đubre.... Straaaaašno,None,None,None,None,Negative,None,None
809,188.0,Jedan od mojih omiljenih filmova tog žanra. Odličan. Film koji može više puta da se gleda.,None,None,None,None,Positive,None,None
810,190.0,Odličan film!,None,None,None,None,Positive,None,None
811,191.0,Meni ovaj film uopšte nije bio zanimljiv. Jedini Nolanov koji mi nije legao. Čak mi je i crno-beli 'Following' mnogo bolji od njega.,None,None,None,None,Negative,None,None
812,192.0,"Neviđeno sranje !!!! Verovatno je ocena -9/10. Mada čisto sumnjam da može gore od ovog... Naravno, sve je stvar ukusa, ali sa ovim se baš ne slažem",None,None,None,None,Negative,None,None
813,193.0,film je objasnio!!!,None,None,None,None,Positive,None,None
814,194.0,obožavam ovaj film... pogotovo Pol Đamati-a kako glumi...,None,None,Positive,None,Positive,None,None
815,195.0,Hahah. Izdržao 10 min da gledam ovu glupost i ugasio.,None,None,None,None,Negative,None,None
816,196.0,meni je ovo solidan film a nisam neki ljubitelj drame,None,None,None,None,Positive,None,None
817,200.0,mene ubi i ta toliko iritantna predvidljivost u filmu. U svakom trenutku je moglo da se vidi šta će sledeće da se desi. Na trenutke odličan (što demonstrira Kamberbač) ali zato detinjast u mnogo čemu što si kritikom odlično pokrio.,Negative,None,Positive,None,None,None,None
818,201.0,"Da film nije rađen po romanu ili bolje rečeno nosi ime romana ovo bi moglo da prođe. Ovako nepotrebno iživljavanje na steroidima. Po meni ostavite klasike kakvi jesu, ne ide to u ova vremena.",None,None,None,None,Negative,None,None
819,203.0,"potpisujem svaku reč kritike!!! film je za tinejdž grupu, izdangubih silno vreme gledajući film...",None,None,None,None,None,Positive,None
820,209.0,Baš tako...,None,None,None,None,None,Positive,None
821,210.0,I ja sam ga isto tako doživela !,None,None,None,None,None,Positive,None
822,215.0,"PONOVIĆU KOMENTAR.. MA I KOKICE KOJE SAM JELA SU MI PRESELE... FILM NE DA NIJE LOŠ, VEĆ JE KLASIČNO SKRNAVLJENJE I LIKA VELIKOG GETSBIJA I AUTORA... UH",None,None,None,None,Negative,None,None
823,216.0,"Ne lupaj gluposti, očigledno je da nisi odgledao sve njegove filmove! Šta je sa filmovima ""catch me if you can"" režirao Spilberg i ""revolutionary road"" od Mendeza, onda ""Inception"" od Nolana itd itd. Čovek je glumčina...",None,None,Positive,None,None,None,None
824,220.0,"To stoji, mada i bez poznavanja pozadinske priče, ceo film je nekako ""too much"".",None,None,None,None,Negative,None,None
825,221.0,"Po meni dobar film za nekog ko nije pročitao knjigu, a za nas koji jesmo predstavlja neku vrstu ismevanja ovog velikog romana :-)",None,None,None,None,Neutral,None,None
826,222.0,"Slažem se sa svime izuzev sa komentarom 3D tehnike, 3D je ovde izvukao film, jedina svetla tačka u produkciji.",None,None,None,None,None,None,Positive
827,232.0,"zato što 'nisam razumela roman', prati radnju kad se već ubacuješ. neko ko takvom filmu može da da ocenu 8, nema šta dalje da komentariše i ocenjuje, film je dno dna, navela sam ga samo kao primer. momentalno idem na unlike vaše stranice, SMEŠNI STE.",None,None,None,None,Negative,None,None
828,234.0,"urnebesna je jedino tvoja ''kritika'' filma, i ja sam knjigu čitala i u originalu više puta, studirala sam američku književnost, i zato ti kažem da se ne praviš pametan, kompetentan si da komentarišeš npr. Teda, veće đubre u životu nisam gledala.",None,None,None,None,Negative,None,None
829,237.0,"'kritika'' ti je, najblaže rečeno, smešna.",None,None,None,None,None,Negative,None
830,239.0,"sjajna recenzija, hvala",None,None,None,None,None,Positive,None
831,242.0,"Nije toliko loš film, ali je isfurano. Nije ni blizu prva dva dela, ti su VRH :D",None,None,None,None,Neutral,None,None
832,246.0,1/10 je darežljivo. Stvarno užas od filma. Užas u lošem smislu.,None,None,None,None,Negative,None,None
833,247.0,"Jedna od najboljih parodija koje sam ikad gledao, sa genijalno uravnoteženim intelektualnim i imbecilnim humorom. Gorane, baš si me obradovao ovom recenzijom! :D",None,None,None,None,Positive,Positive,None
834,248.0,Vazda ti hvala za preporuku! Jedna od boljih parodija koje sam pogledao :),None,None,None,None,Positive,None,None
835,249.0,Najbolja parodija ikada.,None,None,None,None,Positive,None,None
836,250.0,scenario me podseća na '' Final Analysis''. što neko reče - već viđeno.,Neutral,None,None,None,None,None,None
837,252.0,"Jako veliko razočarenje. Čak kad sam ga odgledao nisam ni znao da je Soderbergov, zbog glumaca sam ga video ali definitivno zaobići.",None,None,Positive,None,Negative,None,None
838,253.0,"Solidan triler i ništa revolucionarno. Imao sam neki osećaj već viđenog. Moja impresija u brojkama bi ovako izgledala: 5/10 Jedno pitanje za recenzenta, odnosno, kritičara ovog filma: Je l' bi dobio istu ocenu, da je radio neki drugi manje poznati režiser?",None,None,None,None,Neutral,None,None
839,254.0,"Slažem se sa komentarima iznad - loš i veoma predvidljiv film, nevešta i neuverljivo osmišljena priča.",None,None,None,None,Negative,None,None
840,256.0,"Aflek bi definitivno, kao i Federer, trebalo u penziju... bar što se tiče glume... film je očajan Nadam se da će ""administrator sajta"" ipak odobriti komentar... (sloboda govora, demokratska zemlja...)",None,None,Negative,None,None,None,None
841,259.0,"Nepretenciozan, dobro izbalansiran odličan film.",None,None,None,None,Positive,None,None
842,260.0,meni je film odličan!,None,None,None,None,Positive,None,None
843,262.0,"Veoma poštujem stvaralaštvo Luc Besson-a. On nije moj omiljeni reditelj, ali njegov film Léon: The Professional jeste ( ne kažem da mislim da je najbolji ). Volela bih da pročitam Vaše mišljenje o tom filmu :)",None,Positive,None,None,None,None,None
844,263.0,Sasvim solidan film i solidna adaptacija.,None,None,None,None,Positive,None,None
845,264.0,"Potpuna PROPAST!!! Nisam se nasmejao niti jednom tokom čitavog trajanja filma, užasan je i ova ocena je previsoka!!! Zaobići u širokom luku i ne kvariti utisak iz prva dva dela!",None,None,None,None,Negative,None,None
846,265.0,"potpuno predvidljiv film, ali smešan na momente. Kraj je očajan. Hvala",Negative,None,None,None,Neutral,None,None
847,268.0,Odgledao 2x - odličan! Imate li da preporučite još neke slične?,None,None,None,None,Positive,None,None
848,271.0,"Sjajan film, presmešan! 10/10 od mene!!!",None,None,None,None,Positive,None,None
849,272.0,Odličan film.,None,None,None,None,Positive,None,None
850,273.0,"Film bez ikakvog smisla, tragično nedosledan... Iskoristiću Goranovu rečenicu iz jedne druge, skorašnje recenzije - ovaj film bih preporučio jedino onima koji ne vole dublje da ulaze u smisao onoga što gledaju, već samo površinski posmatraju sekvence koje su im servirane pred očima.",None,None,None,None,Negative,None,None
851,275.0,fantastičan film oduševio sam se kada sam ga gledao,None,None,None,None,Positive,None,None
852,277.0,"Stvar ukusa i interesovanja mnogi bi rekli.... Ali ljudi realno ovaj film je gubljenje vremena. Ko ga ima neka izvoli, ja bih svakako vreme kvalitetnije da provedem.",None,None,None,None,Negative,None,None
853,278.0,"Meni je film sjajan, najbolji ove godine",None,None,None,None,Positive,None,None
854,279.0,"Ovaj film je ok, ali za desetku nije. Dala bih mu 7, dosta je ravan, gluma je solidna, ali obojica glavnih imaju daleko bolje uloge. Klinci kasnije su za pohvalu. I slažem se s jednim gostom, Blue Valentine je za klasu bolji film.",None,None,Positive,None,Neutral,None,None
855,280.0,odličan film..,None,None,None,None,Positive,None,None
856,281.0,... vredi svake sekunde... upravo tako. Izvrstan film!!!,None,None,None,None,Positive,Positive,None
857,283.0,"http://www.vojvodinanet.com/publ/strani_filmovi/s... ja malopre odgledala, odličan snimak, ima i prevod. Film je čista desetka, predobar... a Bojanova recenzija je sjajna.",None,None,None,None,Positive,Positive,None
858,289.0,"Odlična recenzija... A sada ponovo odgledaj ""Blue Valentine"" (2010) od Kianfransa, i ispravi tu recenziju, jer zaista si promašio poentu, jednog sjajnog filma. Bez ljutnje, možda ti nije bio dan, ali uvek možeš da se ispraviš. Pozdrav, i svako dobro...",None,None,None,None,None,Positive,None
859,290.0,"Bravo! Konačno neko da napljuje ovo smeće kako treba, već sam počeo da brinem šta nije u redu sa mnom i zašto se meni jedinom ne sviđa ova katastrofa posle svih silnih hvalospeva koje sam pročitao",None,None,None,None,Negative,Positive,None
860,291.0,"Redom sve izgleda odlično i ide u prilog filmu.............................................. do pola... :) ""... najgori je definitivno sam scenario koji je pun ne rupa, nego nuklearnih kratera."" Hahahahahahaahahah, pao sam sa stolice :)))))))))))))))",Negative,None,None,None,Negative,None,None
861,293.0,Nepotrebno konfuzan i kao na mišiće rađen film.,None,None,None,None,Negative,None,None
862,294.0,"Nešto kao (pokušaj) triler-verzija Eternal Sunshine of a Spotless Mind ali koji pokušava da bude realističniji, i neverovatno fejluje u tome. Hipnoza u filmu je strašno neubedljiva. Užas.",None,None,None,None,Negative,None,None
863,295.0,"Neverovatno razočarenje s obzirom na izuzetnu ekipu, zaobići u širokom luku. Veoma realna recenzija, sve pohvale.",None,None,None,None,Negative,Positive,None
864,296.0,"Hvala na heads-upu :). Slumdog mi je prilično tanak film i i dalje ne shvatam kako je dobio oskara. 127 sati nisam ni imao želju da gledam a takođe sam se nadao da će Trance biti vredan. Posle tvog komentara, preskačem.",None,None,None,None,Negative,None,None
865,299.0,"Izbor glavnog glumca je pun pogodak, film me je oduševio.",None,None,Positive,None,Positive,None,None
866,300.0,Sasvim solidan film sa sportskom temom.,None,None,None,None,Positive,None,None
867,304.0,"Meni je film fenomenalan, u nekom manga-anime fazonu, dočaran na specifičan Mikeov način. Humor odličan, a završna borba sa ""iznenađujućim"" snegom odlična! Kod mene ovaj film ima 10/10 :) Hvala na recenziji.",None,None,None,None,Positive,None,None
868,305.0,"Solidan film za ocenu 7. Treba ga pogledati, nije loš. Svim ljubiteljima Sci-fi bih preporučio sledeće fantastične filmove čijih recenzija ovde nema. To su Source Code, The Jacket, V for Vendeta, The man from earth.",None,None,None,None,Positive,None,None
869,306.0,"Vizuelno lep, ali prazan film. Kraj filma bezvezan! Ako si ovde dao ocenu 5 što dade Avataru 1, koji je zaslužio dosta veću ocenu! Svaki iole kompetentan kritičar Avataru ne bi dao ocenu jedan, u redu je da ti se film nije dopao, ali moraš biti objektivan!!!",Negative,None,None,None,None,None,Positive
870,307.0,"Uistinu, temi se prišlo na krajnje nepatetičan način, i to je film moglo učiniti sjajnim. U tom smislu, bravo za ideju, ali realizacija..",None,None,None,None,Neutral,None,None
871,308.0,"Možda recenzija bolje i sa više dinamike dočarava, ono što je trebao film. KAKAV JE FILM Rabbit hole? Bled i dosadan. Ocena me iznenadila i ja ne mislim nipošto da je ovo najviši domet Nikol Kidman. Ne, nikako.",None,None,Neutral,None,Negative,None,None
872,309.0,sjajan film meni se izuzetno dopao,None,None,None,None,Positive,None,None
873,310.0,Lep film. I od mene 8/10.,None,None,None,None,Positive,None,None
874,311.0,"Slažem se potpuno, divan film. Sviđa mi se u kom se pravcu kreće Radnor, dopao mi se i njegov prethodni Happythankyoumoreplease..",None,Positive,None,None,Positive,None,None
875,312.0,"Meni se isto to dopalo, pošto mi nedostaje taj stari Vudi Alen. A Liberal Arts je definitivno kompletniji film.",None,None,None,None,Positive,None,None
876,313.0,"Vidi se uticaj ranog Vudi Alena (Eni Hol, Menhetn) na Džoša Radnora. Dobar mi je bio i njegov prvi film happythankyoumoreplease, ali mi je Liberal Arts bolji.",None,Positive,None,None,None,None,None
877,315.0,"Meni je ovaj film bio ok, ali ništa posebno, tako da ova ocena 5 je sasvim korektna...",None,None,None,None,Neutral,None,None
878,316.0,meni je ovo sjajan film džon travolta je fantastično odigrao negativca,None,None,Positive,None,Positive,None,None
879,318.0,"Iako sam poštovalac Al Paćina, imam osećaj da je ovde oskar nezaslužen. Gledajući film imao sam utisak da vrlo često preglumljuje i njegove drame i vikanje Huha mi je dosta smetalo.",None,None,Negative,None,None,None,None
880,319.0,"vrlo prosečno, ocena 6",None,None,None,None,Neutral,None,None
881,320.0,"Mogao bi da ispraviš ono ""ujak"" u ""stric"", jeste da englezi sve to svode pod ""uncle"" ali kod nas ujak nije isto što i stric i to, s obzirom na rodbinske šeme u filmu utiče na stvaranje slike kod nekoga ko film nije gledao. Inače, dobra kritika odličnog filma!",None,None,None,None,Positive,Positive,None
882,321.0,"ma film je za 3, nema veze s vezom",None,None,None,None,Negative,None,None
883,322.0,Film je zaista odličan! Svaka preporuka! Zaslužuje više od jednog gledanja,None,None,None,None,Positive,None,None
884,324.0,"Dobar, ali mi je nekako ""neodređen"". Kao da se režiser dvoumio između svog klasičnog načina rada (u Koreji) i želje da se svidi zapadnoj publici, pa je našao neko međurešenje, koje je dobro, ali ne u rangu njegovog ranijeg rada. Slažem se sa prethodnikom, dosta lepih kadrova i muzike. 7/10",None,Neutral,None,Positive,Positive,None,None
885,327.0,Odličan film.. Zanima me šta bi od Gorana dobio..?,None,None,None,None,Positive,None,None
886,328.0,Ovo je jedan naprosto fantastičan film!,None,None,None,None,Positive,None,None
887,329.0,sjajan film,None,None,None,None,Positive,None,None
888,330.0,Slažem se... samo bih ja dao 8+...,None,None,None,None,Positive,Positive,None
889,333.0,Prava filmska priča. Malo mi je neverovatno da je španska policija ostavila mladića samog u kancelariji celo popodne kada je krenuo da zove američku policiju. Kasnije dobija i faks sa podacima. Da je igrani film pomislio bih da je to nerealno.,Positive,None,None,None,None,None,None
890,334.0,potpuno se slažem sa tvojom konstatacijom da je ovo jedan od najboljih krouovih filmova a i sa tvojom ocenom celokupnog filma kojeg bih svima preporučio da odgledaju.,None,None,Positive,None,Positive,Positive,None
891,335.0,"Prilično dobra recenzija, samo kad sam video posprdavanje sa srbima više mi njihove fore nisu bile toliko smešne",None,None,None,None,None,Positive,None
892,336.0,"Odličan film, baš sam uživao gledajući ga i ne kapiram otkud mu loše kritike.",None,None,None,None,Positive,None,None
893,341.0,Odličan film,None,None,None,None,Positive,None,None
894,344.0,filmčina! greh je ako Mads ne dobije Oskara.,None,None,Positive,None,Positive,None,None
895,345.0,Perfektno!,None,None,None,None,Positive,None,None
896,346.0,"Izvanredan film! Pored svega napomenutog u recenziji, ono što je na mene ostavilo jako snažan utisak je to ""poigravanje"" sa gledaocem, neke scene koje nagoveštavaju sasvim nešto drugo, a upravo ti nagoveštaji prave još jače emocije dok gledate film. Odličan, odličan, čista desetka. :)",None,None,None,None,Positive,None,None
897,348.0,Potpuno sam oduševljen!!!!!!!! Čista desetka!!! Mads Mikelsen je fantastičan!!! Sve preporuke!,None,None,Positive,None,Positive,None,None
898,349.0,"odličan film, hvala na preporuci",None,None,None,None,Positive,None,None
899,355.0,Brutalan film. Fantastičan!,None,None,None,None,Positive,None,None
900,356.0,"Bravo za recenziju, ocena na mestu.",None,None,None,None,None,Positive,None
901,358.0,"Uf ja sam ovaj film dugo držao u nekih top 10 mojih omiljenih filmova, ili bar nekih top 5 Pitovih, možda je mogla bolja ocena bar 7. I sada volim da pogledam ovaj film mada mi sada bude dosadan, jbg. odraslo se.",None,None,None,None,Positive,None,None
902,360.0,Slažem se sa prethodnim komentarom da je 6 ipak preniska ocena za ovaj film. Slažem se sa većinom vaših recenzija i nikad ne ostavljam komentar ali sad sam morao. Ja bih mu dao makar 8 :),None,None,None,None,Positive,None,None
903,361.0,Mislim da je 6 preniska ocena za ovaj sjajan film!!!,None,None,None,None,Positive,None,None
904,362.0,"Pohvale za recenziju. Jako temeljno i dubinski urađen dokumentarac... Mada je meni Marinin performans oko kojeg se centrira ovaj dokumentarac zastrašujuć i genijalan istovremeno, vrlo je jasna poruka koju želi da pošalje...",None,None,None,None,Positive,Positive,None
905,364.0,super je film imam specifičan ukus što se tiče filmova a ovaj mogu da gledam dobro odrađena priča,Positive,None,None,None,Positive,None,None
906,365.0,"Odličan film! Inače, jedan od retkih gde mi se svidela Kirina gluma. :D",None,None,Positive,None,Positive,None,None
907,370.0,"Film je težak ali i veoma lep. Dramatično prikazana surovost na najvišim nivoima engleskog društva. Da li je danas drugačije, setimo se Dajane? Sadržaj neobičan, odlična gluma. Dva puta sam ga gledala.",None,None,Positive,None,Positive,None,None
908,371.0,"Baš je odličan film, a Franko i ove 4 su zaista bili na visini zadatka, što se glume tiče.. obavezno pogledati... (ako niste zadrti hejter Kids i Klipa, onda ne...)",None,None,Positive,None,Positive,None,None
909,375.0,"Ови људи баш знају да направе филм, препорука. 9/10.",None,None,None,None,Positive,None,None
910,376.0,"posle 1. odgledanog filma preporučenog sa vašeg sajta ''the hunt'' (koji me je oduševio), isprobao sam vaše preporuke i sa ovim filmom. film me uopšte nije zadovoljio, ne drži pažnju i nema radnju. zanima me po kojim kriterijumima je ovo remek delo, što se mene tiče film je čist promašaj",None,None,None,None,Negative,None,None
911,377.0,"Bože, ovo je retko glup film!! Sad ugledah recenziju i ne odoleh da ne pljucnem po smeću. Gledala sam ga davno, ali mi je do dan danas ostao u glavi; definitivno, intenzivan utisak!! Kakav je idiotizam upakovan u formu filma. Žali bože i minute utucane u ovo. Ovo je besmisleno i komentarisati!!!",None,None,None,None,Negative,None,None
912,378.0,meni je ovo super film,None,None,None,None,Positive,None,None
913,383.0,Svaka čast na recenziji! Mogao si još da pomeneš odličnu muziku Leonarda Koena...,None,None,None,Positive,None,Positive,None
914,384.0,opasan film,None,None,None,None,Positive,None,None
915,385.0,"Iskreno, priča je veoma zanimljiva ali Del Toro jednostavno uvek mora da zabrlja. Izuzetno jeftini trikovi i efekti čine da celokupan utisak ne bude tako dobar. Moja ocena: 2 / 10.",Positive,Negative,None,None,Negative,None,Negative
916,386.0,"meni se svideo film, kraj je najviše..",None,None,None,None,Positive,None,None
917,387.0,Za ljubitelje horora ovo je jedno veoma veliko razočarenje. Ljudi koji ne prate i ne gledaju filmove ovog žanra mogu biti zadovoljni.,None,None,None,None,Negative,None,None
918,388.0,"Po meni dobar horor s obzirom kakvih danas sve ima, jer smatram da je ovaj žanr upao u krizu. Početak dobar, međutim idući ka kraju postaje sve gore, kraj potpuno predvidiv. Gluma devojčica za svaku pohvalu.",None,None,Positive,None,Neutral,None,None
919,389.0,"Vizuelno je dobar, ali je dosadan, naporan, spor. I na kraju se zapravo ništa i ne desi. Ljubitelj sam naučne fantastike ali me je ovaj film razočarao.",None,None,None,None,Negative,None,Positive
920,390.0,Film je legendaran. I definitivno izgleda bolje nego mnogi danas.,None,None,None,None,Positive,None,None
921,391.0,"Jedan od najprecenjenijih i najizvikanijih filmova. Predug, dosadan i sa antiklimaksom na kraju. Volim pojedine Spilbergove radove, ali ovaj definitivno ne zaslužuje tolike hvalospeve.",None,Neutral,None,None,Negative,None,None
922,393.0,"Hit Ledžer je trebao osvojiti oskara za ""Brokeback Mountain"". Bolji nego Hofman.",None,None,Positive,None,None,None,None
923,394.0,"Neću čitati recenziju, dovoljno mi je što sam video da je ocena 10/10 :) Film sam gledao poodavno i svakome bih preporučio ovaj film da odgleda !",None,None,None,None,Positive,None,None
924,395.0,"Odlično napisana recenzija. Vidi se napredak u pisanju. Hoćemo još ovakvih! :) p.s. (nisam odgledao film, ali posle ove recenzije, obavezno.)",None,None,None,None,None,Positive,None
925,396.0,Sjajan film kao i recenzija! Velike zasluge neverovatnom Hoffmanu! 10-ka na mestu!,None,None,Positive,None,Positive,Positive,None
926,397.0,"Мислим да сте преценили филм. Све што се дешава је већ виђено и главни обрт је баш предвидљив. Иако је сасвим добро реализован, филм је баш просечан хорор.",None,None,None,None,Neutral,None,None
927,398.0,"Odličan je, prvi put ga pogledao i čuo za njega kada je spomenuo Tarantino i preporučio za gledanje. Po meni odličan način pravljenja horora, sa dobrim elementima humora, za razliku od današnjih horora koji se uglavnom svode na čisto ""kasapljenje"" bez dobrih psiho elemenata. Raimijev podsetnik na staru školu :)",None,None,None,None,Positive,None,None
928,399.0,"Kvalitetan film, slažem se sa ocenom. Psihološki triler u najboljem smislu te reči, obavezno treba pogledati film. A i glumačka ekipa nije mogla biti bolja!",None,None,Positive,None,Positive,None,None
